,Name,Gender,Economic Status,Height,Weight,Age,Income
8028,Aeyuyaq,Female,Middle Class,171.0,73.0,36.0,18867.0
8029,Yib,Female,Middle Class,181.0,86.0,38.0,19286.0
8030,Uxorz,Male,Rich,170.0,72.0,36.0,19257.0
8031,Ñuanam,Female,Poor,175.0,73.0,41.0,21332.0
8032,Usup,Female,Rich,172.0,75.0,42.0,19504.0
8033,Ale,Female,Middle Class,165.0,80.0,40.0,19943.0
8034,Ujujb,Male,Poor,182.0,74.0,38.0,21362.0
8035,Ihi,Female,Poor,166.0,85.0,31.0,19093.0
8036,Ohud,Male,Poor,161.0,85.0,36.0,20101.0
8037,Wup,Male,Middle Class,180.0,89.0,36.0,21236.0
8038,Uüc,Female,Poor,181.0,66.0,32.0,19284.0
8039,Imuriy,Female,Middle Class,189.0,77.0,41.0,18789.0
8040,Olüqooap,Female,Rich,169.0,76.0,35.0,21093.0
8041,Efexef,Female,Rich,161.0,76.0,35.0,20439.0
8042,Imufasuñ,Female,Poor,161.0,68.0,37.0,19693.0
8043,Übquod,Female,Poor,177.0,71.0,41.0,18453.0
8044,Exucbm,Female,Poor,183.0,74.0,31.0,20126.0
8045,Xomeles,Female,Poor,185.0,76.0,33.0,20721.0
8046,Eil,Male,Rich,180.0,87.0,35.0,20067.0
8047,End,Female,Rich,170.0,71.0,39.0,21213.0
8048,Üdburij,Female,Middle Class,190.0,86.0,41.0,19688.0
8049,Azomezün,Male,Middle Class,190.0,68.0,38.0,21238.0
8050,Asagulif,Male,Poor,164.0,80.0,37.0,20264.0
8051,Oülüw,Male,Middle Class,171.0,79.0,36.0,18681.0
8052,Üvinüz,Female,Rich,187.0,70.0,39.0,21395.0
8053,Ubpesox,Female,Poor,177.0,82.0,42.0,20618.0
8054,Equrütu,Male,Poor,162.0,76.0,39.0,18089.0
8055,Aseduc,Male,Poor,173.0,68.0,38.0,21161.0
8056,Ipebopiv,Female,Middle Class,184.0,75.0,42.0,18538.0
8057,Üwoy,Female,Rich,166.0,85.0,36.0,19532.0
8058,Üüpuqes,Male,Rich,181.0,85.0,40.0,20902.0
8059,Isal,Female,Rich,182.0,80.0,39.0,20632.0
8060,Anp,Female,Poor,167.0,68.0,31.0,18248.0
8061,Obañid,Female,Poor,170.0,71.0,41.0,19281.0
8062,Imüz,Female,Rich,181.0,74.0,41.0,18916.0
8063,Icir,Male,Rich,169.0,70.0,41.0,20712.0
8064,Utosdqig,Male,Poor,161.0,72.0,34.0,19899.0
8065,Plüt,Male,Middle Class,182.0,76.0,37.0,19774.0
8066,Oños,Female,Rich,181.0,78.0,36.0,18404.0
8067,Ejül,Female,Middle Class,161.0,89.0,38.0,20988.0
8068,Ioc,Female,Middle Class,174.0,74.0,40.0,18015.0
8069,Amonevec,Male,Poor,182.0,83.0,32.0,19235.0
8070,Ümuw,Female,Poor,170.0,77.0,41.0,19685.0
8071,Iwenüxü,Male,Poor,172.0,86.0,42.0,18838.0
8072,Oqoyom,Male,Rich,174.0,80.0,40.0,19892.0
8073,Aheh,Male,Rich,183.0,85.0,31.0,20998.0
8074,Abazomev,Female,Rich,161.0,77.0,37.0,20483.0
8075,Oevurup,Female,Poor,190.0,87.0,39.0,18200.0
8076,Iqab,Male,Middle Class,172.0,72.0,36.0,19022.0
8077,Aqa,Female,Middle Class,178.0,72.0,42.0,18767.0
8078,Igau,Female,Rich,190.0,80.0,37.0,18905.0
8079,Ülaxav,Male,Middle Class,162.0,83.0,35.0,18263.0
8080,Awümüt,Male,Middle Class,175.0,69.0,40.0,18642.0
8081,Ejetofahc,Female,Poor,185.0,80.0,38.0,20021.0
8082,Moz,Male,Middle Class,163.0,74.0,33.0,18616.0
8083,Esapuz,Female,Rich,189.0,87.0,42.0,19647.0
8084,Ipi,Male,Poor,182.0,66.0,31.0,19033.0
8085,Ejaq,Female,Rich,179.0,85.0,38.0,21221.0
8086,Efal,Female,Middle Class,177.0,66.0,38.0,18316.0
8087,Üñhor,Male,Rich,164.0,86.0,33.0,18900.0
8088,Qumijiz,Male,Rich,167.0,76.0,32.0,19228.0
8089,Apa,Male,Rich,186.0,76.0,34.0,18440.0
8090,Elud,Female,Rich,168.0,87.0,37.0,20509.0
8091,Edolaqir,Male,Poor,161.0,86.0,39.0,19512.0
8092,Wpüyaj,Female,Rich,175.0,77.0,34.0,18879.0
8093,Iryiñ,Female,Rich,165.0,71.0,34.0,18982.0
8094,Oir,Female,Poor,171.0,79.0,36.0,20766.0
8095,Afv,Male,Rich,186.0,72.0,42.0,20421.0
8096,Añevaw,Female,Middle Class,172.0,67.0,39.0,19685.0
8097,Übezf,Male,Rich,172.0,85.0,36.0,20190.0
8098,Elaqomo,Female,Rich,189.0,72.0,32.0,18557.0
8099,Ijil,Female,Middle Class,187.0,68.0,31.0,20243.0
8100,Ülonüciv,Female,Poor,175.0,90.0,32.0,19033.0
8101,Üjür,Female,Poor,179.0,73.0,31.0,19596.0
8102,Ütec,Female,Poor,184.0,74.0,36.0,21118.0
8103,Ilu,Female,Rich,176.0,77.0,34.0,21334.0
8104,Üñilzay,Female,Rich,183.0,81.0,38.0,21440.0
8105,Eojv,Male,Middle Class,182.0,84.0,40.0,20269.0
8106,Qpün,Female,Rich,174.0,77.0,38.0,19324.0
8107,Otuñ,Female,Rich,175.0,76.0,35.0,20803.0
8108,Aom,Male,Rich,170.0,90.0,31.0,20167.0
8109,Uñamatafo,Male,Middle Class,166.0,81.0,35.0,20743.0
8110,Üovus,Male,Rich,183.0,86.0,33.0,19414.0
8111,Wuwudib,Female,Middle Class,174.0,84.0,33.0,19483.0
8112,Igizedum,Male,Rich,175.0,83.0,42.0,18362.0
8113,Envs,Female,Poor,171.0,86.0,41.0,20185.0
8114,Axewujig,Male,Poor,173.0,71.0,33.0,18763.0
8115,Iwumo,Female,Middle Class,176.0,76.0,42.0,19981.0
8116,Uqügu,Female,Middle Class,188.0,79.0,42.0,20606.0
8117,Usinot,Female,Poor,164.0,84.0,36.0,20154.0
8118,Ubuja,Female,Middle Class,181.0,82.0,40.0,21157.0
8119,Logrir,Male,Rich,180.0,72.0,33.0,18325.0
8120,Iol,Male,Poor,165.0,69.0,31.0,19001.0
8121,Icuhetov,Male,Middle Class,179.0,90.0,40.0,21303.0
8122,Üzeñ,Female,Rich,164.0,84.0,31.0,18205.0
8123,Ahuy,Female,Rich,190.0,77.0,38.0,20689.0
8124,Ajdnoz,Female,Rich,170.0,78.0,32.0,21190.0
8125,Ufeqilunl,Male,Middle Class,169.0,68.0,38.0,20451.0
8126,Üboi,Male,Middle Class,171.0,82.0,31.0,20298.0
8127,Igab,Male,Middle Class,186.0,84.0,42.0,18100.0
8128,Mfañ,Male,Poor,187.0,78.0,33.0,18142.0
8129,Emutomul,Female,Rich,190.0,90.0,32.0,20472.0
8130,Üom,Female,Middle Class,177.0,71.0,36.0,20244.0
8131,Ayalül,Male,Middle Class,186.0,85.0,31.0,19342.0
8132,Ürog,Male,Rich,169.0,85.0,38.0,21158.0
8133,Abiyil,Female,Rich,175.0,83.0,37.0,20453.0
8134,Exir,Male,Middle Class,162.0,72.0,34.0,18113.0
8135,Añinoz,Male,Rich,164.0,81.0,35.0,18771.0
8136,Uñixoñe,Female,Rich,164.0,84.0,34.0,19263.0
8137,Üfañüw,Male,Middle Class,176.0,77.0,40.0,20942.0
8138,Üqib,Female,Rich,163.0,82.0,36.0,21177.0
8139,Aqayuh,Male,Poor,190.0,83.0,40.0,20261.0
8140,Epuvq,Male,Poor,167.0,81.0,39.0,20390.0
8141,Alüs,Female,Poor,163.0,79.0,34.0,21490.0
8142,Welzüw,Female,Rich,163.0,85.0,32.0,18496.0
8143,Eufüwün,Female,Middle Class,190.0,72.0,31.0,20597.0
8144,Ubej,Male,Middle Class,167.0,67.0,42.0,18772.0
8145,Alüsul,Male,Middle Class,186.0,79.0,38.0,20342.0
8146,Alüdal,Female,Rich,167.0,88.0,31.0,18575.0
8147,Otr,Female,Poor,176.0,85.0,38.0,20977.0
8148,Ixixay,Male,Poor,173.0,88.0,32.0,21359.0
8149,Aulej,Female,Middle Class,175.0,74.0,34.0,20900.0
8150,Exonñeg,Male,Poor,168.0,76.0,42.0,20192.0
8151,Ülozramey,Male,Middle Class,162.0,79.0,38.0,18964.0
8152,Ümñar,Female,Poor,168.0,88.0,38.0,19188.0
8153,Ihaqulep,Female,Middle Class,161.0,87.0,36.0,20456.0
8154,Aaq,Female,Poor,188.0,81.0,41.0,18882.0
8155,Übiden,Female,Rich,180.0,71.0,36.0,21491.0
8156,Olb,Male,Middle Class,171.0,89.0,31.0,18609.0
8157,Üzüñüroc,Female,Middle Class,179.0,75.0,41.0,20474.0
8158,Ilc,Female,Poor,162.0,70.0,32.0,19790.0
8159,Afifob,Male,Rich,174.0,77.0,33.0,20246.0
8160,Onoñ,Female,Rich,177.0,82.0,38.0,19801.0
8161,Uyañol,Male,Rich,176.0,68.0,37.0,20976.0
8162,Ofosodapd,Male,Rich,172.0,90.0,41.0,19187.0
8163,Alw,Female,Rich,180.0,72.0,39.0,21198.0
8164,Ovubaiñ,Female,Rich,187.0,77.0,39.0,21112.0
8165,Demeg,Male,Poor,181.0,66.0,41.0,19125.0
8166,Loy,Male,Middle Class,165.0,77.0,31.0,20319.0
8167,Eqelüjog,Male,Middle Class,186.0,72.0,38.0,21279.0
8168,Uyecafüh,Male,Rich,190.0,84.0,36.0,18693.0
8169,Eñcor,Female,Poor,161.0,82.0,40.0,20691.0
8170,Üliw,Male,Poor,174.0,66.0,31.0,20831.0
8171,Ufex,Male,Poor,176.0,82.0,40.0,19583.0
8172,Omoritin,Male,Poor,187.0,70.0,39.0,21137.0
8173,Oniy,Male,Middle Class,190.0,75.0,38.0,20225.0
8174,Ihutilir,Male,Rich,166.0,74.0,32.0,20200.0
8175,Eyidsc,Male,Poor,176.0,85.0,36.0,20439.0
8176,Maqüqem,Female,Middle Class,182.0,90.0,39.0,20726.0
8177,Iburyus,Male,Poor,187.0,71.0,41.0,20576.0
8178,Ijabpb,Male,Middle Class,189.0,86.0,35.0,19733.0
8179,Uiluteñ,Female,Middle Class,166.0,90.0,40.0,20234.0
8180,Afüoq,Male,Poor,189.0,75.0,34.0,20377.0
8181,Jwul,Male,Rich,175.0,70.0,36.0,19499.0
8182,Icyñüp,Female,Middle Class,184.0,68.0,39.0,20926.0
8183,Azupusedul,Female,Rich,175.0,88.0,39.0,19226.0
8184,Ylbuq,Female,Rich,166.0,70.0,42.0,18773.0
8185,Uwüm,Male,Middle Class,175.0,84.0,33.0,20710.0
8186,Aqel,Male,Poor,185.0,76.0,31.0,19814.0
8187,Üyiqem,Female,Poor,168.0,89.0,35.0,19978.0
8188,Asolej,Female,Rich,178.0,77.0,41.0,20982.0
8189,Ibs,Female,Poor,167.0,80.0,39.0,21042.0
8190,Aluneim,Male,Middle Class,184.0,83.0,38.0,19503.0
8191,Ücoxeq,Male,Poor,170.0,78.0,36.0,18848.0
8192,Ezebucit,Female,Rich,189.0,87.0,36.0,21487.0
8193,Ütüfatj,Male,Rich,168.0,76.0,31.0,20655.0
8194,Nüv,Male,Middle Class,177.0,73.0,37.0,18939.0
8195,Afuzadif,Male,Poor,172.0,85.0,36.0,19772.0
8196,Owüt,Male,Poor,174.0,75.0,32.0,20374.0
8197,Upunüd,Male,Poor,188.0,90.0,38.0,19817.0
8198,Ücw,Male,Middle Class,164.0,84.0,31.0,18809.0
8199,Emafüy,Male,Poor,161.0,78.0,32.0,19432.0
8200,Ücajz,Male,Poor,180.0,73.0,39.0,19520.0
8201,Iguboüx,Female,Poor,182.0,72.0,41.0,19247.0
8202,Voü,Male,Poor,180.0,84.0,39.0,18367.0
8203,Puint,Male,Rich,171.0,80.0,41.0,18946.0
8204,Ipul,Male,Rich,163.0,72.0,42.0,20196.0
8205,Uyiñhi,Male,Poor,187.0,75.0,35.0,18858.0
8206,Eluño,Male,Rich,163.0,88.0,39.0,20106.0
8207,Atp,Male,Rich,179.0,80.0,42.0,20699.0
8208,Qixür,Male,Rich,173.0,87.0,31.0,20616.0
8209,Üveñ,Female,Poor,173.0,80.0,31.0,21279.0
8210,Apioqoj,Male,Middle Class,175.0,85.0,35.0,20576.0
8211,Eyap,Female,Rich,174.0,77.0,39.0,21280.0
8212,Omucuro,Male,Poor,178.0,77.0,38.0,21188.0
8213,Eiz,Male,Middle Class,171.0,71.0,36.0,19565.0
8214,Idoiz,Male,Poor,163.0,81.0,36.0,19900.0
8215,Ahihey,Female,Middle Class,172.0,83.0,39.0,20156.0
8216,Ijojef,Male,Middle Class,186.0,78.0,40.0,18086.0
8217,Iapufez,Male,Middle Class,169.0,82.0,39.0,18894.0
8218,Üzigo,Male,Middle Class,183.0,68.0,32.0,19852.0
8219,Aceolox,Female,Rich,185.0,68.0,36.0,19462.0
8220,Oletubax,Male,Rich,190.0,78.0,36.0,21015.0
8221,Iñin,Female,Middle Class,172.0,76.0,40.0,18400.0
8222,Lixüv,Male,Middle Class,164.0,69.0,40.0,20343.0
8223,Usebapot,Female,Middle Class,190.0,74.0,39.0,20309.0
8224,Apah,Female,Poor,181.0,81.0,31.0,20549.0
8225,Auyuw,Female,Rich,166.0,71.0,41.0,21084.0
8226,Agamol,Female,Poor,167.0,74.0,38.0,18309.0
8227,Axohüm,Female,Rich,190.0,74.0,39.0,19916.0
8228,Iümqaz,Male,Middle Class,175.0,68.0,34.0,20739.0
8229,Abohox,Male,Poor,189.0,71.0,38.0,20924.0
8230,Elqyv,Male,Rich,165.0,78.0,32.0,18017.0
8231,Elur,Male,Poor,171.0,75.0,42.0,19635.0
8232,Ücgigivüñ,Female,Poor,183.0,76.0,39.0,20063.0
8233,Ebx,Male,Middle Class,163.0,85.0,42.0,20284.0
8234,Uyufün,Female,Poor,163.0,81.0,32.0,21376.0
8235,Üluw,Female,Middle Class,188.0,67.0,32.0,18422.0
8236,Lad,Female,Rich,185.0,70.0,38.0,19439.0
8237,Egüm,Female,Poor,184.0,90.0,36.0,20196.0
8238,Iqis,Female,Middle Class,164.0,78.0,33.0,19525.0
8239,Ünaboem,Male,Poor,165.0,73.0,31.0,21466.0
8240,Ohb,Female,Poor,178.0,66.0,32.0,18632.0
8241,Uqresid,Female,Rich,163.0,77.0,40.0,20148.0
8242,Epecen,Female,Poor,163.0,75.0,36.0,19413.0
8243,Ünezudal,Female,Poor,169.0,68.0,34.0,18857.0
8244,Uxülu,Female,Poor,173.0,66.0,35.0,19735.0
8245,Üxecijil,Male,Rich,182.0,71.0,33.0,20193.0
8246,Evoqejiweq,Female,Middle Class,185.0,67.0,34.0,18605.0
8247,Üoy,Female,Poor,176.0,86.0,37.0,19885.0
8248,Ufrug,Male,Poor,162.0,87.0,35.0,19394.0
8249,Añaen,Male,Rich,174.0,75.0,42.0,19216.0
8250,Ibüvowed,Female,Middle Class,162.0,80.0,38.0,18098.0
8251,Etiros,Male,Middle Class,161.0,81.0,37.0,20113.0
8252,Evüp,Female,Rich,184.0,84.0,36.0,18122.0
8253,Iqul,Male,Poor,172.0,67.0,31.0,20107.0
8254,Uhühudoh,Female,Poor,180.0,77.0,40.0,19057.0
8255,Iwupumüt,Female,Poor,190.0,68.0,42.0,20251.0
8256,Onüyop,Female,Poor,181.0,69.0,42.0,18266.0
8257,Üdizuj,Male,Middle Class,166.0,68.0,42.0,19946.0
8258,Cieriziñ,Male,Poor,176.0,71.0,40.0,20669.0
8259,Etepo,Male,Middle Class,179.0,90.0,31.0,18244.0
8260,Artey,Female,Poor,163.0,71.0,41.0,21192.0
8261,Oñoñ,Male,Poor,183.0,84.0,42.0,21326.0
8262,Üfañ,Male,Rich,176.0,88.0,36.0,20359.0
8263,Roñexat,Male,Poor,165.0,87.0,31.0,19576.0
8264,Sac,Male,Rich,164.0,86.0,31.0,21435.0
8265,Üzohecijüy,Female,Rich,180.0,90.0,31.0,20222.0
8266,Ühuxp,Male,Poor,161.0,81.0,42.0,18857.0
8267,Ürhet,Male,Rich,164.0,86.0,33.0,21109.0
8268,Upijem,Female,Poor,179.0,85.0,32.0,20803.0
8269,Ogufy,Female,Rich,161.0,78.0,35.0,20010.0
8270,Ipetüqum,Male,Middle Class,169.0,85.0,39.0,18166.0
8271,Iwafuduh,Female,Poor,172.0,90.0,35.0,18626.0
8272,Ülñ,Male,Middle Class,171.0,74.0,38.0,20952.0
8273,Zipis,Male,Rich,183.0,77.0,34.0,19533.0
8274,Iluüz,Male,Rich,189.0,85.0,32.0,20066.0
8275,Viños,Male,Poor,168.0,89.0,38.0,19096.0
8276,Ücehog,Male,Poor,172.0,79.0,36.0,18926.0
8277,Iarot,Male,Rich,176.0,89.0,42.0,19443.0
8278,Emedigal,Male,Rich,174.0,68.0,37.0,21071.0
8279,Üdüñl,Male,Rich,180.0,78.0,40.0,19660.0
8280,Esjajig,Male,Poor,178.0,73.0,40.0,18547.0
8281,Uxonañudüh,Male,Poor,171.0,85.0,41.0,21183.0
8282,Itavüelüp,Male,Poor,189.0,71.0,38.0,18727.0
8283,Fududw,Male,Poor,185.0,78.0,35.0,18463.0
8284,Alüd,Female,Rich,185.0,86.0,35.0,20847.0
8285,Cig,Female,Poor,169.0,71.0,36.0,20523.0
8286,Üpj,Female,Poor,164.0,66.0,38.0,20745.0
8287,Utüvoñ,Male,Poor,174.0,67.0,38.0,18937.0
8288,Üozef,Female,Poor,187.0,71.0,41.0,20140.0
8289,Umd,Male,Rich,169.0,83.0,35.0,19199.0
8290,Adefiüd,Female,Rich,167.0,76.0,39.0,20841.0
8291,Axüdew,Male,Rich,173.0,71.0,31.0,20553.0
8292,Idühut,Female,Poor,168.0,84.0,36.0,18634.0
8293,Onx,Female,Rich,187.0,68.0,40.0,20894.0
8294,Ümtl,Female,Rich,170.0,74.0,38.0,18715.0
8295,Upecfü,Male,Rich,174.0,78.0,34.0,20075.0
8296,Uxilotet,Female,Middle Class,169.0,74.0,42.0,20088.0
8297,Irat,Male,Rich,180.0,86.0,38.0,19969.0
8298,Ümüx,Female,Middle Class,166.0,80.0,33.0,18013.0
8299,Opañnig,Female,Middle Class,188.0,85.0,36.0,20136.0
8300,Arüpañes,Male,Poor,176.0,73.0,40.0,19225.0
8301,Aaehap,Female,Middle Class,189.0,88.0,34.0,18277.0
8302,Eligüw,Female,Poor,161.0,72.0,40.0,18763.0
8303,Iñaz,Female,Poor,167.0,71.0,38.0,18892.0
8304,Epiuh,Female,Poor,173.0,83.0,42.0,20043.0
8305,Liyor,Male,Rich,181.0,84.0,35.0,18876.0
8306,Ubevar,Female,Poor,162.0,84.0,41.0,20825.0
8307,Yüxaweel,Male,Poor,174.0,86.0,34.0,19378.0
8308,Yüpñed,Female,Poor,182.0,66.0,36.0,19219.0
8309,Ufenau,Male,Poor,175.0,78.0,41.0,20269.0
8310,Yop,Male,Poor,182.0,85.0,35.0,20848.0
8311,Üjil,Male,Poor,161.0,87.0,31.0,19010.0
8312,Woj,Female,Poor,180.0,68.0,42.0,19092.0
8313,Ozicuw,Female,Poor,161.0,80.0,33.0,20056.0
8314,Güm,Female,Rich,167.0,80.0,42.0,19893.0
8315,Ayor,Female,Poor,170.0,69.0,39.0,18440.0
8316,Exu,Female,Rich,170.0,70.0,41.0,19469.0
8317,Aijit,Female,Middle Class,181.0,80.0,39.0,20103.0
8318,Ümqawvr,Male,Poor,177.0,83.0,31.0,20397.0
8319,Eilu,Male,Poor,187.0,66.0,33.0,21111.0
8320,Üjic,Male,Middle Class,163.0,72.0,40.0,19968.0
8321,Oñan,Male,Rich,164.0,76.0,39.0,18358.0
8322,Oom,Female,Poor,190.0,90.0,36.0,18559.0
8323,Ijez,Male,Rich,183.0,73.0,37.0,19970.0
8324,Ayapin,Female,Poor,163.0,87.0,41.0,20405.0
8325,Gijeqüwüv,Male,Poor,161.0,71.0,40.0,18655.0
8326,Urarhac,Female,Rich,165.0,74.0,32.0,19054.0
8327,Unuyuced,Male,Rich,167.0,69.0,35.0,20874.0
8328,Alaxü,Female,Rich,186.0,67.0,33.0,19426.0
8329,Ñhühaleq,Female,Middle Class,175.0,77.0,36.0,19558.0
8330,Oyügüvel,Male,Middle Class,161.0,73.0,40.0,20074.0
8331,Oxet,Female,Middle Class,184.0,70.0,31.0,20522.0
8332,Elay,Male,Rich,167.0,80.0,38.0,21046.0
8333,Oquol,Male,Poor,161.0,74.0,42.0,19205.0
8334,Azicel,Female,Middle Class,187.0,78.0,32.0,18790.0
8335,Ocoj,Female,Poor,180.0,76.0,41.0,20107.0
8336,Ofüwib,Male,Middle Class,178.0,80.0,38.0,18119.0
8337,Oxodof,Male,Poor,183.0,80.0,32.0,20284.0
8338,Aapi,Female,Rich,181.0,78.0,33.0,19153.0
8339,Izeüayo,Male,Middle Class,168.0,80.0,32.0,20609.0
8340,Alübuf,Male,Rich,167.0,72.0,34.0,20519.0
8341,Üxud,Male,Middle Class,171.0,71.0,41.0,19250.0
8342,Axüd,Female,Rich,170.0,89.0,39.0,21499.0
8343,Epüc,Female,Poor,169.0,77.0,34.0,20093.0
8344,Iüdohd,Female,Poor,162.0,78.0,34.0,19774.0
8345,Yüvoliñ,Female,Middle Class,186.0,76.0,38.0,18295.0
8346,Omüj,Male,Rich,190.0,84.0,34.0,19232.0
8347,Afegücijus,Female,Middle Class,188.0,66.0,31.0,20266.0
8348,Ajomic,Male,Middle Class,182.0,89.0,38.0,20652.0
8349,Ieuw,Male,Poor,163.0,74.0,35.0,18971.0
8350,Osurün,Male,Poor,164.0,84.0,41.0,19543.0
8351,Oriuñ,Male,Poor,184.0,86.0,38.0,20028.0
8352,Oneñjin,Male,Rich,162.0,72.0,42.0,18178.0
8353,Amit,Male,Rich,171.0,78.0,40.0,21227.0
8354,Üxuñit,Female,Rich,184.0,69.0,38.0,21207.0
8355,Izuvab,Male,Middle Class,163.0,67.0,34.0,19229.0
8356,Ijeq,Male,Rich,170.0,75.0,32.0,18077.0
8357,Amoxiw,Female,Middle Class,163.0,69.0,39.0,21030.0
8358,Oqüzoqübep,Male,Middle Class,175.0,69.0,32.0,20737.0
8359,Otl,Female,Middle Class,181.0,73.0,31.0,18471.0
8360,Ivüb,Female,Rich,177.0,81.0,40.0,20822.0
8361,Oxireq,Female,Middle Class,162.0,86.0,37.0,19892.0
8362,Oüwoh,Female,Poor,168.0,72.0,32.0,21275.0
8363,Equnus,Male,Rich,184.0,82.0,31.0,19837.0
8364,Ejütug,Male,Rich,190.0,79.0,42.0,20606.0
8365,Efol,Male,Rich,179.0,86.0,32.0,19447.0
8366,Ahsatol,Female,Rich,182.0,74.0,39.0,19919.0
8367,Üxzo,Female,Middle Class,180.0,66.0,39.0,20547.0
8368,Üxihrayep,Female,Rich,173.0,73.0,35.0,20493.0
8369,Üwañ,Female,Middle Class,161.0,66.0,32.0,21084.0
8370,Osayüüb,Male,Poor,182.0,79.0,34.0,20238.0
8371,Xedeyid,Female,Middle Class,185.0,86.0,37.0,19650.0
8372,Uhüouv,Female,Middle Class,179.0,82.0,32.0,21238.0
8373,Oñiy,Male,Middle Class,188.0,90.0,33.0,19973.0
8374,Ijxjüx,Female,Poor,162.0,82.0,42.0,20544.0
8375,Orfiux,Female,Rich,188.0,82.0,37.0,19003.0
8376,Ozo,Female,Middle Class,164.0,88.0,42.0,19335.0
8377,Ungilihuf,Female,Rich,173.0,67.0,42.0,18702.0
8378,Duf,Male,Rich,168.0,74.0,37.0,20445.0
8379,Ejivefz,Male,Middle Class,162.0,73.0,34.0,21221.0
8380,Izwühh,Male,Rich,173.0,72.0,37.0,20723.0
8381,Yobodülur,Female,Poor,174.0,79.0,32.0,19313.0
8382,Ürab,Female,Poor,169.0,82.0,36.0,19860.0
8383,Upberñ,Female,Rich,190.0,75.0,37.0,20775.0
8384,Uvoqut,Female,Rich,171.0,72.0,31.0,19431.0
8385,Iyar,Male,Rich,164.0,78.0,39.0,20844.0
8386,Ilür,Male,Rich,163.0,77.0,38.0,18215.0
8387,Ilüecüb,Male,Poor,181.0,70.0,38.0,21100.0
8388,Oelisj,Female,Middle Class,189.0,66.0,42.0,20830.0
8389,Ammes,Male,Poor,182.0,68.0,34.0,19059.0
8390,Igux,Male,Rich,175.0,88.0,38.0,19558.0
8391,Aaxañ,Male,Poor,168.0,81.0,35.0,21358.0
8392,Ouü,Male,Rich,173.0,78.0,39.0,20719.0
8393,Acicuñ,Male,Poor,183.0,79.0,42.0,19866.0
8394,Epm,Female,Rich,178.0,83.0,39.0,20506.0
8395,Oñef,Male,Middle Class,184.0,72.0,34.0,19665.0
8396,Üqüp,Female,Rich,184.0,68.0,39.0,21428.0
8397,Onet,Male,Rich,161.0,87.0,32.0,18664.0
8398,Odiyog,Male,Middle Class,183.0,85.0,36.0,21372.0
8399,Heviz,Male,Poor,167.0,89.0,38.0,19325.0
8400,Odufün,Female,Rich,182.0,78.0,40.0,19317.0
8401,Ept,Female,Rich,163.0,88.0,42.0,18992.0
8402,Oav,Male,Rich,188.0,85.0,41.0,20614.0
8403,Xilamux,Female,Rich,169.0,81.0,38.0,20991.0
8404,Enuj,Female,Poor,190.0,70.0,36.0,20794.0
8405,Ülh,Male,Middle Class,167.0,80.0,31.0,18423.0
8406,Eluh,Female,Poor,166.0,71.0,32.0,18713.0
8407,Dib,Male,Rich,168.0,66.0,38.0,21165.0
8408,Ütawules,Male,Middle Class,166.0,79.0,41.0,19687.0
8409,Üñilixut,Female,Middle Class,166.0,66.0,31.0,20785.0
8410,Ipalh,Female,Middle Class,186.0,68.0,35.0,18493.0
8411,Izopuvosuv,Male,Poor,168.0,81.0,32.0,20446.0
8412,Eyulatag,Male,Poor,176.0,66.0,32.0,19283.0
8413,Apirop,Female,Middle Class,188.0,68.0,39.0,19797.0
8414,Uiyüw,Male,Middle Class,174.0,87.0,40.0,20790.0
8415,Obawax,Female,Poor,174.0,70.0,35.0,19365.0
8416,Ivea,Female,Poor,178.0,83.0,37.0,18558.0
8417,Osemaj,Male,Middle Class,180.0,68.0,39.0,21268.0
8418,Cüzetülin,Female,Middle Class,184.0,76.0,31.0,19285.0
8419,Eeyuf,Female,Middle Class,183.0,87.0,32.0,19465.0
8420,Ülizal,Male,Poor,167.0,89.0,34.0,20818.0
8421,Üquñup,Male,Poor,166.0,88.0,41.0,18970.0
8422,Uyud,Female,Rich,188.0,73.0,38.0,20153.0
8423,Ülmp,Male,Poor,189.0,85.0,41.0,19832.0
8424,Anülegib,Male,Poor,183.0,89.0,35.0,20117.0
8425,Üpc,Male,Rich,161.0,79.0,34.0,18081.0
8426,Xeülap,Female,Poor,169.0,67.0,37.0,19305.0
8427,Üsulüjisul,Male,Middle Class,167.0,70.0,32.0,19616.0
8428,Dhi,Male,Poor,178.0,76.0,42.0,19269.0
8429,Ean,Female,Rich,174.0,69.0,33.0,20676.0
8430,Düwut,Male,Middle Class,183.0,80.0,34.0,20121.0
8431,Ioeyül,Male,Poor,170.0,70.0,36.0,21303.0
8432,Ouü,Female,Middle Class,178.0,77.0,40.0,20073.0
8433,Bewuqah,Male,Poor,178.0,70.0,32.0,18215.0
8434,Leapuyeg,Male,Middle Class,161.0,78.0,31.0,20163.0
8435,Ucavuhihun,Male,Rich,166.0,75.0,41.0,18634.0
8436,Üqion,Male,Rich,179.0,66.0,32.0,19774.0
8437,Iabug,Female,Middle Class,182.0,74.0,41.0,19997.0
8438,Abifaluf,Female,Middle Class,179.0,86.0,35.0,19825.0
8439,Adef,Female,Poor,162.0,79.0,40.0,18375.0
8440,Ayejut,Female,Middle Class,168.0,73.0,38.0,21065.0
8441,Edr,Male,Poor,167.0,82.0,39.0,19757.0
8442,Ühuñ,Female,Poor,187.0,77.0,34.0,18354.0
8443,Üjelih,Female,Rich,163.0,87.0,33.0,18775.0
8444,Ijasolobip,Female,Rich,168.0,76.0,34.0,19840.0
